Time;Consumption;;
17.3.2022 13.00;0,77;;
17.3.2022 14.00;0,73;;
17.3.2022 15.00;0,83;;
17.3.2022 16.00;0,87;;
17.3.2022 17.00;1,6;;
17.3.2022 18.00;1,87;;
17.3.2022 19.00;2,9;;
17.3.2022 20.00;0,83;;
17.3.2022 21.00;0,97;;
17.3.2022 22.00;3,46;;
17.3.2022 23.00;4,84;;
18.3.2022 0.00;4,66;;
18.3.2022 1.00;3,89;;
18.3.2022 2.00;1,14;;
18.3.2022 3.00;1,12;;
18.3.2022 4.00;1;;
18.3.2022 5.00;1,23;;
18.3.2022 6.00;1,62;;
18.3.2022 7.00;1,29;;
18.3.2022 8.00;1,35;;
18.3.2022 9.00;1,21;;
18.3.2022 10.00;1,12;;
18.3.2022 11.00;1,39;;
18.3.2022 12.00;1,2;;
18.3.2022 13.00;2,77;;
18.3.2022 14.00;2,12;;
18.3.2022 15.00;1,5;;
18.3.2022 16.00;1,36;;
18.3.2022 17.00;2,19;;
18.3.2022 18.00;1,88;;
18.3.2022 19.00;1,1;;
18.3.2022 20.00;1,09;;
18.3.2022 21.00;1,18;;
18.3.2022 22.00;3,65;;
18.3.2022 23.00;3,34;;
19.3.2022 0.00;3,31;;
19.3.2022 1.00;2,56;;
19.3.2022 2.00;0,23;;
19.3.2022 3.00;0,23;;
19.3.2022 4.00;0,66;;
19.3.2022 5.00;1,14;;
19.3.2022 6.00;1,81;;
19.3.2022 7.00;2,05;;
19.3.2022 8.00;1,37;;
19.3.2022 9.00;0,67;;
19.3.2022 10.00;0,63;;
19.3.2022 11.00;0,82;;
19.3.2022 12.00;0,76;;
19.3.2022 13.00;0,88;;
19.3.2022 14.00;0,78;;
19.3.2022 15.00;1,1;;
19.3.2022 16.00;1,41;;
19.3.2022 17.00;1,16;;
19.3.2022 18.00;2,12;;
19.3.2022 19.00;0,94;;
19.3.2022 20.00;0,87;;
19.3.2022 21.00;0,77;;
19.3.2022 22.00;1,63;;
19.3.2022 23.00;4,14;;
20.3.2022 0.00;3,61;;
20.3.2022 1.00;2,77;;
20.3.2022 2.00;0,68;;
20.3.2022 3.00;0,99;;
20.3.2022 4.00;0,88;;
20.3.2022 5.00;0,78;;
20.3.2022 6.00;1,06;;
20.3.2022 7.00;0,25;;
20.3.2022 8.00;0,31;;
20.3.2022 9.00;0,48;;
20.3.2022 10.00;0,4;;
20.3.2022 11.00;1,06;;
20.3.2022 12.00;0,68;;
20.3.2022 13.00;0,72;;
20.3.2022 14.00;0,84;;
20.3.2022 15.00;0,35;;
20.3.2022 16.00;0,24;;
20.3.2022 17.00;0,33;;
20.3.2022 18.00;1,8;;
20.3.2022 19.00;1,15;;
20.3.2022 20.00;1,09;;
20.3.2022 21.00;0,48;;
20.3.2022 22.00;2,46;;
20.3.2022 23.00;3,58;;
21.3.2022 0.00;4,13;;
21.3.2022 1.00;3,38;;
21.3.2022 2.00;1,55;;
21.3.2022 3.00;1,27;;
21.3.2022 4.00;1,09;;
21.3.2022 5.00;1,03;;
21.3.2022 6.00;1,24;;
21.3.2022 7.00;0,85;;
21.3.2022 8.00;0,29;;
21.3.2022 9.00;0,34;;
21.3.2022 10.00;1,04;;
21.3.2022 11.00;1,06;;
21.3.2022 12.00;0,91;;
21.3.2022 13.00;0,85;;
21.3.2022 14.00;0,86;;
21.3.2022 15.00;0,96;;
21.3.2022 16.00;1,15;;
21.3.2022 17.00;0,92;;
21.3.2022 18.00;1,17;;
21.3.2022 19.00;1,08;;
21.3.2022 20.00;1,27;;
21.3.2022 21.00;1,15;;
21.3.2022 22.00;2,14;;
21.3.2022 23.00;4,92;;
22.3.2022 0.00;4,44;;
22.3.2022 1.00;4,33;;
22.3.2022 2.00;1,78;;
22.3.2022 3.00;1,29;;
22.3.2022 4.00;1,35;;
22.3.2022 5.00;1,42;;
22.3.2022 6.00;1,84;;
22.3.2022 7.00;1,6;;
22.3.2022 8.00;2,54;;
22.3.2022 9.00;1,46;;
22.3.2022 10.00;1,06;;
22.3.2022 11.00;0,86;;
22.3.2022 12.00;0,89;;
22.3.2022 13.00;0,91;;
22.3.2022 14.00;0,72;;
22.3.2022 15.00;1,54;;
22.3.2022 16.00;1,67;;
22.3.2022 17.00;1,68;;
22.3.2022 18.00;1,24;;
22.3.2022 19.00;1,09;;
22.3.2022 20.00;1,2;;
22.3.2022 21.00;1,12;;
22.3.2022 22.00;1,75;;
22.3.2022 23.00;5,01;;
23.3.2022 0.00;4,54;;
23.3.2022 1.00;3,84;;
23.3.2022 2.00;1,09;;
23.3.2022 3.00;1,21;;
23.3.2022 4.00;1,35;;
23.3.2022 5.00;1,43;;
23.3.2022 6.00;3,17;;
23.3.2022 7.00;1,7;;
23.3.2022 8.00;1,43;;
23.3.2022 9.00;1,35;;
23.3.2022 10.00;1,34;;
23.3.2022 11.00;1,06;;
23.3.2022 12.00;1,38;;
23.3.2022 13.00;0,95;;
23.3.2022 14.00;1;;
23.3.2022 15.00;1,1;;
23.3.2022 16.00;1,55;;
23.3.2022 17.00;1,15;;
23.3.2022 18.00;0,87;;
23.3.2022 19.00;2,07;;
23.3.2022 20.00;2,66;;
23.3.2022 21.00;0,74;;
23.3.2022 22.00;2,68;;
23.3.2022 23.00;4,6;;
24.3.2022 0.00;4,13;;
24.3.2022 1.00;1,78;;
24.3.2022 2.00;0,65;;
24.3.2022 3.00;0,64;;
24.3.2022 4.00;0,84;;
24.3.2022 5.00;1,3;;
24.3.2022 6.00;0,66;;
24.3.2022 7.00;0,81;;
24.3.2022 8.00;0,73;;
24.3.2022 9.00;0,77;;
24.3.2022 10.00;0,52;;
24.3.2022 11.00;0,51;;
24.3.2022 12.00;0,76;;
24.3.2022 13.00;0,69;;
24.3.2022 14.00;0,84;;
24.3.2022 15.00;0,37;;
24.3.2022 16.00;1,44;;
24.3.2022 17.00;0,74;;
24.3.2022 18.00;0,79;;
24.3.2022 19.00;0,36;;
24.3.2022 20.00;1,99;;
24.3.2022 21.00;1,61;;
24.3.2022 22.00;3,08;;
24.3.2022 23.00;4,53;;
25.3.2022 0.00;4,94;;
25.3.2022 1.00;4,02;;
25.3.2022 2.00;2,37;;
25.3.2022 3.00;1,13;;
25.3.2022 4.00;0,76;;
25.3.2022 5.00;1,23;;
25.3.2022 6.00;2,06;;
25.3.2022 7.00;2,12;;
25.3.2022 8.00;2,58;;
25.3.2022 9.00;1,05;;
25.3.2022 10.00;1,09;;
25.3.2022 11.00;0,88;;
25.3.2022 12.00;0,62;;
25.3.2022 13.00;0,85;;
25.3.2022 14.00;0,79;;
25.3.2022 15.00;0,71;;
25.3.2022 16.00;1,98;;
25.3.2022 17.00;2,69;;
25.3.2022 18.00;1,26;;
25.3.2022 19.00;0,61;;
25.3.2022 20.00;0,45;;
25.3.2022 21.00;0,99;;
25.3.2022 22.00;2,49;;
25.3.2022 23.00;4,32;;
26.3.2022 0.00;3,91;;
26.3.2022 1.00;1,85;;
26.3.2022 2.00;0,24;;
26.3.2022 3.00;0,35;;
26.3.2022 4.00;0,24;;
26.3.2022 5.00;0,24;;
26.3.2022 6.00;0,71;;
26.3.2022 7.00;0,49;;
26.3.2022 8.00;1,96;;
26.3.2022 9.00;1,92;;
26.3.2022 10.00;1,25;;
26.3.2022 11.00;0,97;;
26.3.2022 12.00;1,05;;
26.3.2022 13.00;0,33;;
26.3.2022 14.00;0,99;;
26.3.2022 15.00;0,25;;
26.3.2022 16.00;0,8;;
26.3.2022 17.00;2,19;;
26.3.2022 18.00;0,86;;
26.3.2022 19.00;1,66;;
26.3.2022 20.00;1,73;;
26.3.2022 21.00;3,06;;
26.3.2022 22.00;2,39;;
26.3.2022 23.00;4,56;;
27.3.2022 0.00;3,66;;
27.3.2022 1.00;3,38;;
27.3.2022 2.00;3,39;;
27.3.2022 4.00;3,31;;
27.3.2022 5.00;1,83;;
27.3.2022 6.00;2,17;;
27.3.2022 7.00;0,99;;
27.3.2022 8.00;1,41;;
27.3.2022 9.00;3,69;;
27.3.2022 10.00;4,19;;
27.3.2022 11.00;2,07;;
27.3.2022 12.00;1,43;;
27.3.2022 13.00;1,48;;
27.3.2022 14.00;1,77;;
27.3.2022 15.00;1,63;;
27.3.2022 16.00;1,54;;
27.3.2022 17.00;1,12;;
27.3.2022 18.00;1,44;;
27.3.2022 19.00;2,13;;
27.3.2022 20.00;2,29;;
27.3.2022 21.00;1,2;;
27.3.2022 22.00;4,46;;
27.3.2022 23.00;5,1;;
28.3.2022 0.00;3,98;;
28.3.2022 1.00;4,36;;
28.3.2022 2.00;2,83;;
28.3.2022 3.00;1,09;;
28.3.2022 4.00;1,06;;
28.3.2022 5.00;2,4;;
28.3.2022 6.00;2,21;;
28.3.2022 7.00;1,3;;
28.3.2022 8.00;1,92;;
28.3.2022 9.00;1,28;;
28.3.2022 10.00;1,29;;
28.3.2022 11.00;0,57;;
28.3.2022 12.00;1,38;;
28.3.2022 13.00;1,16;;
28.3.2022 14.00;1,03;;
28.3.2022 15.00;0,7;;
28.3.2022 16.00;0,59;;
28.3.2022 17.00;0,47;;
28.3.2022 18.00;0,79;;
28.3.2022 19.00;1,52;;
28.3.2022 20.00;1,48;;
28.3.2022 21.00;1,55;;
28.3.2022 22.00;2,64;;
28.3.2022 23.00;4,43;;
29.3.2022 0.00;5,38;;
29.3.2022 1.00;4,4;;
29.3.2022 2.00;1,6;;
29.3.2022 3.00;1,3;;
29.3.2022 4.00;1,65;;
29.3.2022 5.00;1,63;;
29.3.2022 6.00;1,8;;
29.3.2022 7.00;2,43;;
29.3.2022 8.00;1,81;;
29.3.2022 9.00;1,61;;
29.3.2022 10.00;1,67;;
29.3.2022 11.00;1,58;;
29.3.2022 12.00;1,53;;
29.3.2022 13.00;0,56;;
29.3.2022 14.00;1,18;;
29.3.2022 15.00;0,44;;
29.3.2022 16.00;1,47;;
29.3.2022 17.00;1,15;;
29.3.2022 18.00;0,38;;
29.3.2022 19.00;0,54;;
29.3.2022 20.00;0,8;;
29.3.2022 21.00;1,91;;
29.3.2022 22.00;5,03;;
29.3.2022 23.00;5,22;;
30.3.2022 0.00;4,1;;
30.3.2022 1.00;1,05;;
30.3.2022 2.00;1,09;;
30.3.2022 3.00;1,11;;
30.3.2022 4.00;1,16;;
30.3.2022 5.00;1,09;;
30.3.2022 6.00;1,37;;
30.3.2022 7.00;1,57;;
30.3.2022 8.00;1,52;;
30.3.2022 9.00;1,36;;
30.3.2022 10.00;1,14;;
30.3.2022 11.00;1,18;;
30.3.2022 12.00;0,6;;
30.3.2022 13.00;0,95;;
30.3.2022 14.00;1,2;;
30.3.2022 15.00;1;;
30.3.2022 16.00;1,35;;
30.3.2022 17.00;0,54;;
30.3.2022 18.00;0,4;;
30.3.2022 19.00;0,44;;
30.3.2022 20.00;0,51;;
30.3.2022 21.00;0,45;;
30.3.2022 22.00;5,27;;
30.3.2022 23.00;4,37;;
31.3.2022 0.00;3,81;;
31.3.2022 1.00;3,17;;
31.3.2022 2.00;1,12;;
31.3.2022 3.00;0,91;;
31.3.2022 4.00;0,79;;
31.3.2022 5.00;1,34;;
31.3.2022 6.00;1,38;;
31.3.2022 7.00;3,13;;
31.3.2022 8.00;2,32;;
31.3.2022 9.00;1,25;;
31.3.2022 10.00;0,47;;
31.3.2022 11.00;0,71;;
31.3.2022 12.00;0,67;;
31.3.2022 13.00;0,34;;
31.3.2022 14.00;0,88;;
31.3.2022 15.00;0,98;;
31.3.2022 16.00;1,93;;
31.3.2022 17.00;1,37;;
31.3.2022 18.00;0,61;;
31.3.2022 19.00;0,59;;
31.3.2022 20.00;0,89;;
31.3.2022 21.00;0,8;;
31.3.2022 22.00;1,3;;
31.3.2022 23.00;5,21;;
1.4.2022 0.00;5,15;;
1.4.2022 1.00;4,68;;
1.4.2022 2.00;2,03;;
1.4.2022 3.00;1,53;;
1.4.2022 4.00;1,29;;
1.4.2022 5.00;1,21;;
1.4.2022 6.00;2,42;;
1.4.2022 7.00;1,9;;
1.4.2022 8.00;1,57;;
1.4.2022 9.00;1,12;;
1.4.2022 10.00;0,5;;
1.4.2022 11.00;0,8;;
1.4.2022 12.00;0,76;;
1.4.2022 13.00;0,54;;
1.4.2022 14.00;2,6;;
1.4.2022 15.00;3,49;;
1.4.2022 16.00;0,91;;
1.4.2022 17.00;2,6;;
1.4.2022 18.00;0,54;;
1.4.2022 19.00;0,86;;
1.4.2022 20.00;1,47;;
1.4.2022 21.00;1,25;;
1.4.2022 22.00;4,02;;
1.4.2022 23.00;3,6;;
2.4.2022 0.00;3,36;;
2.4.2022 1.00;1,02;;
2.4.2022 2.00;1,27;;
2.4.2022 3.00;1,18;;
2.4.2022 4.00;1,17;;
2.4.2022 5.00;0,34;;
2.4.2022 6.00;0,56;;
2.4.2022 7.00;1,41;;
2.4.2022 8.00;1,81;;
2.4.2022 9.00;1,34;;
2.4.2022 10.00;0,76;;
2.4.2022 11.00;0,86;;
2.4.2022 12.00;0,35;;
2.4.2022 13.00;1,05;;
2.4.2022 14.00;0,79;;
2.4.2022 15.00;0,32;;
2.4.2022 16.00;0,22;;
2.4.2022 17.00;0,97;;
2.4.2022 18.00;0,51;;
2.4.2022 19.00;0,18;;
2.4.2022 20.00;0,22;;
2.4.2022 21.00;0,3;;
2.4.2022 22.00;0,34;;
2.4.2022 23.00;5,15;;
3.4.2022 0.00;2,5;;
3.4.2022 1.00;2,03;;
3.4.2022 2.00;1,76;;
3.4.2022 3.00;1,38;;
3.4.2022 4.00;1,54;;
3.4.2022 5.00;1,47;;
3.4.2022 6.00;2,01;;
3.4.2022 7.00;1,67;;
3.4.2022 8.00;1,56;;
3.4.2022 9.00;1,44;;
3.4.2022 10.00;0,4;;
3.4.2022 11.00;0,44;;
3.4.2022 12.00;1,32;;
3.4.2022 13.00;0,19;;
3.4.2022 14.00;0,62;;
3.4.2022 15.00;0,85;;
3.4.2022 16.00;0,27;;
3.4.2022 17.00;2,63;;
3.4.2022 18.00;1,4;;
3.4.2022 19.00;1,36;;
3.4.2022 20.00;1,54;;
3.4.2022 21.00;2,16;;
3.4.2022 22.00;4,08;;
3.4.2022 23.00;4,96;;
4.4.2022 0.00;4,35;;
4.4.2022 1.00;1,69;;
4.4.2022 2.00;1,49;;
4.4.2022 3.00;0,92;;
4.4.2022 4.00;1,73;;
4.4.2022 5.00;2,46;;
4.4.2022 6.00;1,98;;
4.4.2022 7.00;2,33;;
4.4.2022 8.00;1,96;;
4.4.2022 9.00;1,6;;
4.4.2022 10.00;1,87;;
4.4.2022 11.00;2,07;;
4.4.2022 12.00;1,36;;
4.4.2022 13.00;1,33;;
4.4.2022 14.00;1,33;;
4.4.2022 15.00;1,6;;
4.4.2022 16.00;1,24;;
4.4.2022 17.00;2,32;;
4.4.2022 18.00;2,07;;
4.4.2022 19.00;2,16;;
4.4.2022 20.00;1,4;;
4.4.2022 21.00;1,29;;
4.4.2022 22.00;4,16;;
4.4.2022 23.00;4,9;;
5.4.2022 0.00;4,22;;
5.4.2022 1.00;4,25;;
5.4.2022 2.00;3,48;;
5.4.2022 3.00;1,14;;
5.4.2022 4.00;1,24;;
5.4.2022 5.00;1,11;;
5.4.2022 6.00;1,38;;
5.4.2022 7.00;1,58;;
5.4.2022 8.00;1,41;;
5.4.2022 9.00;1,16;;
5.4.2022 10.00;1,22;;
5.4.2022 11.00;1,17;;
5.4.2022 12.00;1,4;;
5.4.2022 13.00;1,16;;
5.4.2022 14.00;1,56;;
5.4.2022 15.00;2,29;;
5.4.2022 16.00;1,9;;
5.4.2022 17.00;1,14;;
5.4.2022 18.00;1,21;;
5.4.2022 19.00;0,98;;
5.4.2022 20.00;1,18;;
5.4.2022 21.00;1,09;;
5.4.2022 22.00;1,21;;
5.4.2022 23.00;5,64;;
6.4.2022 0.00;4,61;;
6.4.2022 1.00;3,66;;
6.4.2022 2.00;0,18;;
6.4.2022 3.00;0,22;;
6.4.2022 4.00;0,34;;
6.4.2022 5.00;0,23;;
6.4.2022 6.00;0,74;;
6.4.2022 7.00;1,13;;
6.4.2022 8.00;1,1;;
6.4.2022 9.00;0,89;;
6.4.2022 10.00;0,33;;
6.4.2022 11.00;0,97;;
6.4.2022 12.00;0,99;;
6.4.2022 13.00;1,01;;
6.4.2022 14.00;0,51;;
6.4.2022 15.00;0,48;;
6.4.2022 16.00;1,9;;
6.4.2022 17.00;1,01;;
6.4.2022 18.00;0,6;;
6.4.2022 19.00;0,51;;
6.4.2022 20.00;0,5;;
6.4.2022 21.00;1,16;;
6.4.2022 22.00;2,7;;
6.4.2022 23.00;4,15;;
7.4.2022 0.00;5,03;;
7.4.2022 1.00;5,05;;
7.4.2022 2.00;2,77;;
7.4.2022 3.00;0,37;;
7.4.2022 4.00;1,19;;
7.4.2022 5.00;1,16;;
7.4.2022 6.00;2,11;;
7.4.2022 7.00;1,22;;
7.4.2022 8.00;1,38;;
7.4.2022 9.00;1,19;;
7.4.2022 10.00;0,85;;
7.4.2022 11.00;1,53;;
7.4.2022 12.00;1,18;;
7.4.2022 13.00;1,13;;
7.4.2022 14.00;1,12;;
7.4.2022 15.00;0,75;;
7.4.2022 16.00;2,22;;
7.4.2022 17.00;1,22;;
7.4.2022 18.00;1,11;;
7.4.2022 19.00;1,06;;
7.4.2022 20.00;1,44;;
7.4.2022 21.00;2,13;;
7.4.2022 22.00;1,37;;
7.4.2022 23.00;5,06;;
8.4.2022 0.00;4,94;;
8.4.2022 1.00;5,01;;
8.4.2022 2.00;4,45;;
8.4.2022 3.00;3,37;;
8.4.2022 4.00;1,2;;
8.4.2022 5.00;1,26;;
8.4.2022 6.00;2,16;;
8.4.2022 7.00;1,59;;
8.4.2022 8.00;1,35;;
8.4.2022 9.00;1,2;;
8.4.2022 10.00;1,14;;
8.4.2022 11.00;1,18;;
8.4.2022 12.00;1,09;;
8.4.2022 13.00;1,23;;
8.4.2022 14.00;0,99;;
8.4.2022 15.00;0,95;;
8.4.2022 16.00;2,62;;
8.4.2022 17.00;1,16;;
8.4.2022 18.00;0,97;;
8.4.2022 19.00;0,92;;
8.4.2022 20.00;0,77;;
8.4.2022 21.00;0,9;;
8.4.2022 22.00;3,92;;
8.4.2022 23.00;4,13;;
9.4.2022 0.00;3,62;;
9.4.2022 1.00;2,01;;
9.4.2022 2.00;0,69;;
9.4.2022 3.00;0,38;;
9.4.2022 4.00;0,53;;
9.4.2022 5.00;1,09;;
9.4.2022 6.00;1,51;;
9.4.2022 7.00;0,44;;
9.4.2022 8.00;2,27;;
9.4.2022 9.00;0,74;;
9.4.2022 10.00;1,98;;
9.4.2022 11.00;3,93;;
9.4.2022 12.00;3,79;;
9.4.2022 13.00;4,17;;
9.4.2022 14.00;3,39;;
9.4.2022 15.00;3,62;;
9.4.2022 16.00;0,59;;
9.4.2022 17.00;1,81;;
9.4.2022 18.00;1,51;;
9.4.2022 19.00;5,33;;
9.4.2022 20.00;0,49;;
9.4.2022 21.00;0,2;;
9.4.2022 22.00;1,1;;
9.4.2022 23.00;2,02;;
10.4.2022 0.00;0,21;;
10.4.2022 1.00;0,22;;
10.4.2022 2.00;0,61;;
10.4.2022 3.00;1,03;;
10.4.2022 4.00;0,22;;
10.4.2022 5.00;0,21;;
10.4.2022 6.00;0,2;;
10.4.2022 7.00;0,19;;
10.4.2022 8.00;0,18;;
10.4.2022 9.00;0,38;;
10.4.2022 10.00;0,96;;
10.4.2022 11.00;0,89;;
10.4.2022 12.00;0,9;;
10.4.2022 13.00;0,47;;
10.4.2022 14.00;0,53;;
10.4.2022 15.00;0,44;;
10.4.2022 16.00;1,99;;
10.4.2022 17.00;0,95;;
10.4.2022 18.00;1,77;;
10.4.2022 19.00;0,81;;
10.4.2022 20.00;0,83;;
10.4.2022 21.00;0,47;;
10.4.2022 22.00;1,54;;
10.4.2022 23.00;5,17;;
11.4.2022 0.00;4,47;;
11.4.2022 1.00;3,93;;
11.4.2022 2.00;0,67;;
11.4.2022 3.00;0,27;;
11.4.2022 4.00;0,24;;
11.4.2022 5.00;0,23;;
11.4.2022 6.00;0,41;;
11.4.2022 7.00;0,91;;
11.4.2022 8.00;0,29;;
11.4.2022 9.00;0,6;;
11.4.2022 10.00;0,84;;
11.4.2022 11.00;0,62;;
11.4.2022 12.00;0,44;;
11.4.2022 13.00;0,83;;
11.4.2022 14.00;0,8;;
11.4.2022 15.00;0,87;;
11.4.2022 16.00;0,41;;
11.4.2022 17.00;0,47;;
11.4.2022 18.00;0,44;;
11.4.2022 19.00;1,26;;
11.4.2022 20.00;1,6;;
11.4.2022 21.00;0,53;;
11.4.2022 22.00;3,48;;
11.4.2022 23.00;4,06;;
12.4.2022 0.00;2,75;;
12.4.2022 1.00;0,24;;
12.4.2022 2.00;0,22;;
12.4.2022 3.00;0,48;;
12.4.2022 4.00;1,01;;
12.4.2022 5.00;0,86;;
12.4.2022 6.00;0,56;;
12.4.2022 7.00;1,72;;
12.4.2022 8.00;1,42;;
12.4.2022 9.00;1,17;;
12.4.2022 10.00;1,42;;
12.4.2022 11.00;1,13;;
12.4.2022 12.00;1,05;;
12.4.2022 13.00;0,87;;
12.4.2022 14.00;1,43;;
12.4.2022 15.00;1,41;;
12.4.2022 16.00;1,26;;
12.4.2022 17.00;0,81;;
12.4.2022 18.00;0,84;;
12.4.2022 19.00;1,75;;
12.4.2022 20.00;1,65;;
12.4.2022 21.00;0,97;;
12.4.2022 22.00;2,63;;
12.4.2022 23.00;5,12;;
13.4.2022 0.00;4,4;;
13.4.2022 1.00;2,12;;
13.4.2022 2.00;1,37;;
13.4.2022 3.00;1,04;;
13.4.2022 4.00;1,12;;
13.4.2022 5.00;1,16;;
13.4.2022 6.00;1,45;;
13.4.2022 7.00;1,18;;
13.4.2022 8.00;1,14;;
13.4.2022 9.00;1,02;;
13.4.2022 10.00;0,87;;
13.4.2022 11.00;0,51;;
13.4.2022 12.00;0,7;;
13.4.2022 13.00;0,83;;
13.4.2022 14.00;0,67;;
13.4.2022 15.00;0,61;;
13.4.2022 16.00;1,71;;
13.4.2022 17.00;1,3;;
13.4.2022 18.00;0,85;;
13.4.2022 19.00;1,22;;
13.4.2022 20.00;1,56;;
13.4.2022 21.00;1,44;;
13.4.2022 22.00;3,94;;
13.4.2022 23.00;4,1;;
14.4.2022 0.00;4,31;;
14.4.2022 1.00;3,54;;
14.4.2022 2.00;0,99;;
14.4.2022 3.00;0,59;;
14.4.2022 4.00;0,35;;
14.4.2022 5.00;0,96;;
14.4.2022 6.00;1,68;;
14.4.2022 7.00;0,72;;
14.4.2022 8.00;0,64;;
14.4.2022 9.00;0,91;;
14.4.2022 10.00;0,99;;
14.4.2022 11.00;0,82;;
14.4.2022 12.00;1,56;;
14.4.2022 13.00;1,42;;
14.4.2022 14.00;0,93;;
14.4.2022 15.00;0,52;;
14.4.2022 16.00;0,89;;
14.4.2022 17.00;0,75;;
14.4.2022 18.00;0,74;;
14.4.2022 19.00;0,28;;
14.4.2022 20.00;0,65;;
14.4.2022 21.00;0,83;;
14.4.2022 22.00;2,19;;
14.4.2022 23.00;3,82;;
15.4.2022 0.00;1,8;;
15.4.2022 1.00;1,68;;
15.4.2022 2.00;0,79;;
15.4.2022 3.00;1,13;;
15.4.2022 4.00;1,06;;
15.4.2022 5.00;1,35;;
15.4.2022 6.00;1,99;;
15.4.2022 7.00;0,97;;
15.4.2022 8.00;1,11;;
15.4.2022 9.00;1,04;;
15.4.2022 10.00;0,88;;
15.4.2022 11.00;0,3;;
15.4.2022 12.00;0,86;;
15.4.2022 13.00;0,81;;
15.4.2022 14.00;0,69;;
15.4.2022 15.00;0,66;;
15.4.2022 16.00;0,65;;
15.4.2022 17.00;0,61;;
15.4.2022 18.00;0,64;;
15.4.2022 19.00;0,76;;
15.4.2022 20.00;0,7;;
15.4.2022 21.00;0,73;;
15.4.2022 22.00;1,9;;
15.4.2022 23.00;1,44;;
16.4.2022 0.00;1,83;;
16.4.2022 1.00;1,5;;
16.4.2022 2.00;0,31;;
16.4.2022 3.00;1,34;;
16.4.2022 4.00;1,18;;
16.4.2022 5.00;1,44;;
16.4.2022 6.00;1,89;;
16.4.2022 7.00;1,11;;
16.4.2022 8.00;0,78;;
16.4.2022 9.00;1,05;;
16.4.2022 10.00;1,01;;
16.4.2022 11.00;0,77;;
16.4.2022 12.00;0,68;;
16.4.2022 13.00;0,68;;
16.4.2022 14.00;0,68;;
16.4.2022 15.00;0,64;;
16.4.2022 16.00;0,76;;
16.4.2022 17.00;0,63;;
16.4.2022 18.00;0,65;;
16.4.2022 19.00;0,65;;
16.4.2022 20.00;0,7;;
16.4.2022 21.00;0,7;;
16.4.2022 22.00;2,59;;
16.4.2022 23.00;1,12;;
17.4.2022 0.00;1,86;;
17.4.2022 1.00;1,45;;
17.4.2022 2.00;0,41;;
17.4.2022 3.00;1,03;;
17.4.2022 4.00;0,65;;
17.4.2022 5.00;1,86;;
17.4.2022 6.00;1,68;;
17.4.2022 7.00;1;;
17.4.2022 8.00;1,18;;
17.4.2022 9.00;0,99;;
17.4.2022 10.00;0,5;;
17.4.2022 11.00;0,86;;
17.4.2022 12.00;0,69;;
17.4.2022 13.00;0,67;;
17.4.2022 14.00;0,8;;
17.4.2022 15.00;0,64;;
17.4.2022 16.00;0,58;;
17.4.2022 17.00;0,55;;
17.4.2022 18.00;0,54;;
17.4.2022 19.00;0,61;;
17.4.2022 20.00;0,61;;
17.4.2022 21.00;0,69;;
17.4.2022 22.00;2;;
17.4.2022 23.00;1,5;;
18.4.2022 0.00;1,78;;
18.4.2022 1.00;1,4;;
18.4.2022 2.00;0,82;;
18.4.2022 3.00;0,54;;
18.4.2022 4.00;0,98;;
18.4.2022 5.00;1,3;;
18.4.2022 6.00;1,79;;
18.4.2022 7.00;0,77;;
18.4.2022 8.00;0,8;;
18.4.2022 9.00;0,78;;
18.4.2022 10.00;0,78;;
18.4.2022 11.00;0,6;;
18.4.2022 12.00;0,51;;
18.4.2022 13.00;0,45;;
18.4.2022 14.00;0,45;;
18.4.2022 15.00;0,44;;
18.4.2022 16.00;0,44;;
18.4.2022 17.00;0,47;;
18.4.2022 18.00;0,57;;
18.4.2022 19.00;0,58;;
18.4.2022 20.00;0,56;;
18.4.2022 21.00;0,3;;
18.4.2022 22.00;0,88;;
18.4.2022 23.00;4,09;;
19.4.2022 0.00;4,07;;
19.4.2022 1.00;2,86;;
19.4.2022 2.00;0,37;;
19.4.2022 3.00;0,27;;
19.4.2022 4.00;0,27;;
19.4.2022 5.00;0,26;;
19.4.2022 6.00;1,18;;
19.4.2022 7.00;0,39;;
19.4.2022 8.00;1,07;;
19.4.2022 9.00;0,75;;
19.4.2022 10.00;0,68;;
19.4.2022 11.00;0,72;;
19.4.2022 12.00;0,57;;
19.4.2022 13.00;0,48;;
19.4.2022 14.00;0,41;;
19.4.2022 15.00;0,42;;
19.4.2022 16.00;0,97;;
19.4.2022 17.00;1,33;;
19.4.2022 18.00;1,02;;
19.4.2022 19.00;1,63;;
19.4.2022 20.00;1,94;;
19.4.2022 21.00;0,98;;
19.4.2022 22.00;1,49;;
19.4.2022 23.00;4,43;;
20.4.2022 0.00;4,14;;
20.4.2022 1.00;0,89;;
20.4.2022 2.00;0,87;;
20.4.2022 3.00;1,02;;
20.4.2022 4.00;0,99;;
20.4.2022 5.00;0,95;;
20.4.2022 6.00;1,17;;
20.4.2022 7.00;1,31;;
20.4.2022 8.00;0,85;;
20.4.2022 9.00;0,69;;
20.4.2022 10.00;0,55;;
20.4.2022 11.00;0,49;;
20.4.2022 12.00;0,44;;
20.4.2022 13.00;0,37;;
20.4.2022 14.00;0,46;;
20.4.2022 15.00;0,21;;
20.4.2022 16.00;0,44;;
20.4.2022 17.00;1,01;;
20.4.2022 18.00;1,92;;
20.4.2022 19.00;0,41;;
20.4.2022 20.00;1,37;;
